,Review,label,label_p,cleaned
15092,I disconnected and I got a penelty -4 for that.  Garbage...,-1,0,I disconnected and I got a penelty 4 for that Garbage 
37914,"I think that the campaign needs to continue the story, you can't just leave us in coming soon forever; for me everything else is great, although the controls need a little more space between them",-1,2,I think that the campaign need to continue the story you can t just leave u in coming soon forever for me everything else is great although the control need a little more space between them 
60580,Got boring now money and gems take to much to get plz make coins per match 20 and 1st place gets 5 gems,-1,2,Got boring now money and gem take to much to get plz make coin per match 20 and 1st place get 5 gem 
57778,"Dont read the reviews, it's very toxic and makes you hate the game They are just stupid people that doesnt know how to sync files, wasted some stuff Calling for hackers when they can literally leave the server and they just sucked at playing this game",-1,2,Dont read the review it s very toxic and make you hate the game They are just stupid people that doesnt know how to sync file wasted some stuff Calling for hacker when they can literally leave the server and they just sucked at playing this game 
47750,It is amazing the only thing I would fix is make thing a little cheaper,-1,0,It is amazing the only thing I would fix is make thing a little cheaper 
27761,I finished the companion a long time ago but there was never a new world the is the internet like what happens to the hero.,-1,0,I finished the companion a long time ago but there wa never a new world the is the internet like what happens to the hero 
26120,This app are not so bad,-1,0,This app are not so bad 
18864,just wont stop playing this gane,-1,4,just wont stop playing this gane 
18265,This update wont let me play anymore!,-1,4,This update wont let me play anymore 
51643,It's just bad,-1,0,It s just bad 
13174,worst more expensive stuff on gun like upgrade.and lucky chest when spend diamond when get coin got 3 coin is like exchanged.make more worst,-1,3,worst more expensive stuff on gun like upgrade and lucky chest when spend diamond when get coin got 3 coin is like exchanged make more worst 
14484,I KILLED 2000000000 PEOPLE AT A PEOPLE AT A TIME And the guns as soooooooo cool Good job who ever make this game,-1,0,I KILLED 2000000000 PEOPLE AT A PEOPLE AT A TIME And the gun a soooooooo cool Good job who ever make this game 
17896,Nice game but Can u Do update about can sell the gun back?,-1,2,Nice game but Can u Do update about can sell the gun back 
48994,One thing please make more coin weapons I'm running out of coin guns,-1,0,One thing please make more coin weapon I m running out of coin gun 
24626,make a new update,-1,4,make a new update 
3614,WHY DO YOU NEED TO UPDATE IT i dont have room to. it says that I have to delete all my other apps to update please fix,-1,4,WHY DO YOU NEED TO UPDATE IT i dont have room to it say that I have to delete all my other apps to update please fix 
26416,It was amazing and still us its just that after a year and half ago the game got worse with new mechanics i missed the old way of getting trophies and all the old stuff,-1,2,It wa amazing and still u it just that after a year and half ago the game got worse with new mechanic i missed the old way of getting trophy and all the old stuff 
21778,It's Amazing Cannot turn off my phone bc of dis😂😂,-1,0,It s Amazing Can not turn off my phone bc of dis 
48589,If you saved my progress it would be a better game but now i cant even win a game because of the update,-1,4,If you saved my progress it would be a better game but now i cant even win a game because of the update 
36817,"Well i Support this game very much but i thinks it still need some contents like a multiplayer campaign it the thing i really wantes and make it a lot more harder too since its multiplayer and yeah people also wanted things like boss raids im not wishing for campaign cause i know its long to make and at survival or arena mode can you pleas make it that every 3rd o 5ft stage it will give 1 gem cause it sucks when you reach last level and thats for now ""Peace Out""",-1,4,Well i Support this game very much but i think it still need some content like a multiplayer campaign it the thing i really wantes and make it a lot more harder too since it multiplayer and yeah people also wanted thing like bos raid im not wishing for campaign cause i know it long to make and at survival or arena mode can you plea make it that every 3rd o 5ft stage it will give 1 gem cause it suck when you reach last level and thats for now Peace Out 
54615,The need potatos,-1,0,The need potato 
16071,It needs to download quicker,-1,2,It need to download quicker 
53033,I don't really like it,-1,2,I don t really like it 
57590,I love the game it one of my tablet favorite but I lost my coins gems and trouphy when I was getting it for the cloud,-1,2,I love the game it one of my tablet favorite but I lost my coin gem and trouphy when I wa getting it for the cloud 
6251,"I saved my data but when i restarted my game , all my gems , coins , guns and leprechaun was gone . Futhermore , i just bought those things on that exact same day i lost them ! Give them back to me . I want a $50 refund !!!",-1,2,I saved my data but when i restarted my game all my gem coin gun and leprechaun wa gone Futhermore i just bought those thing on that exact same day i lost them Give them back to me I want a 50 refund 
32170,Definition of pay to win,-1,2,Definition of pay to win 
30759,Just one thing though the banns,-1,0,Just one thing though the banns 
19823,Really good but I need gems would you plz send me so my name is xxxkenzxxx,-1,2,Really good but I need gem would you plz send me so my name is xxxkenzxxx 
51467,I like last update better but keep the cool weapons and lower the price of the guns,-1,2,I like last update better but keep the cool weapon and lower the price of the gun 
